Substrate,type
"InChI=1S/C22H23ClN2O2/c1-2-27-22(26)25-12-9-15(10-13-25)20-19-8-7-18(23)14-17(19)6-5-16-4-3-11-24-21(16)20/h3-4,7-8,11,14H,2,5-6,9-10,12-13H2,1H3",pyridine and pyrimidine
"InChI=1S/C22H23ClN2O2/c1-2-27-22(26)25-12-9-15(10-13-25)20-19-8-7-18(23)14-17(19)6-5-16-4-3-11-24-21(16)20/h3-4,7-8,11,14H,2,5-6,9-10,12-13H2,1H3",pyridine and pyrimidine
"InChI=1S/C22H23ClN2O2/c1-2-27-22(26)25-12-9-15(10-13-25)20-19-8-7-18(23)14-17(19)6-5-16-4-3-11-24-21(16)20/h3-4,7-8,11,14H,2,5-6,9-10,12-13H2,1H3",pyridine and pyrimidine
"InChI=1S/C22H23ClN2O2/c1-2-27-22(26)25-12-9-15(10-13-25)20-19-8-7-18(23)14-17(19)6-5-16-4-3-11-24-21(16)20/h3-4,7-8,11,14H,2,5-6,9-10,12-13H2,1H3",pyridine and pyrimidine
"InChI=1S/C22H23ClN2O2/c1-2-27-22(26)25-12-9-15(10-13-25)20-19-8-7-18(23)14-17(19)6-5-16-4-3-11-24-21(16)20/h3-4,7-8,11,14H,2,5-6,9-10,12-13H2,1H3",pyridine and pyrimidine
"InChI=1S/C22H23ClN2O2/c1-2-27-22(26)25-12-9-15(10-13-25)20-19-8-7-18(23)14-17(19)6-5-16-4-3-11-24-21(16)20/h3-4,7-8,11,14H,2,5-6,9-10,12-13H2,1H3",pyridine and pyrimidine
"InChI=1S/C22H23ClN2O2/c1-2-27-22(26)25-12-9-15(10-13-25)20-19-8-7-18(23)14-17(19)6-5-16-4-3-11-24-21(16)20/h3-4,7-8,11,14H,2,5-6,9-10,12-13H2,1H3",pyridine and pyrimidine
"InChI=1S/C22H23ClN2O2/c1-2-27-22(26)25-12-9-15(10-13-25)20-19-8-7-18(23)14-17(19)6-5-16-4-3-11-24-21(16)20/h3-4,7-8,11,14H,2,5-6,9-10,12-13H2,1H3",pyridine and pyrimidine
"InChI=1S/C22H23ClN2O2/c1-2-27-22(26)25-12-9-15(10-13-25)20-19-8-7-18(23)14-17(19)6-5-16-4-3-11-24-21(16)20/h3-4,7-8,11,14H,2,5-6,9-10,12-13H2,1H3",pyridine and pyrimidine
"InChI=1S/C22H23ClN2O2/c1-2-27-22(26)25-12-9-15(10-13-25)20-19-8-7-18(23)14-17(19)6-5-16-4-3-11-24-21(16)20/h3-4,7-8,11,14H,2,5-6,9-10,12-13H2,1H3",pyridine and pyrimidine
"InChI=1S/C22H23ClN2O2/c1-2-27-22(26)25-12-9-15(10-13-25)20-19-8-7-18(23)14-17(19)6-5-16-4-3-11-24-21(16)20/h3-4,7-8,11,14H,2,5-6,9-10,12-13H2,1H3",pyridine and pyrimidine
"InChI=1S/C22H23ClN2O2/c1-2-27-22(26)25-12-9-15(10-13-25)20-19-8-7-18(23)14-17(19)6-5-16-4-3-11-24-21(16)20/h3-4,7-8,11,14H,2,5-6,9-10,12-13H2,1H3",pyridine and pyrimidine
"InChI=1S/C6H6O3/c1-8-6(7)5-3-2-4-9-5/h2-4H,1H3",furan
"InChI=1S/C6H6O3/c1-8-6(7)5-3-2-4-9-5/h2-4H,1H3",furan
"InChI=1S/C6H6O3/c1-8-6(7)5-3-2-4-9-5/h2-4H,1H3",furan
"InChI=1S/C6H6O3/c1-8-6(7)5-3-2-4-9-5/h2-4H,1H3",furan
"InChI=1S/C7H14Cl2Si/c1-10(8,9)7-5-3-2-4-6-7/h7H,2-6H2,1H3",aliphatic
"InChI=1S/C7H14Cl2Si/c1-10(8,9)7-5-3-2-4-6-7/h7H,2-6H2,1H3",aliphatic
"InChI=1S/C7H14Cl2Si/c1-10(8,9)7-5-3-2-4-6-7/h7H,2-6H2,1H3",aliphatic
"InChI=1S/C7H14Cl2Si/c1-10(8,9)7-5-3-2-4-6-7/h7H,2-6H2,1H3",aliphatic
"InChI=1S/C7H14Cl2Si/c1-10(8,9)7-5-3-2-4-6-7/h7H,2-6H2,1H3",aliphatic
"InChI=1S/C9H12O/c1-7-5-4-6-8(2)9(7)10-3/h4-6H,1-3H3",ER aromatic
"InChI=1S/C9H12O/c1-7-5-4-6-8(2)9(7)10-3/h4-6H,1-3H3",ER aromatic
"InChI=1S/C9H12O/c1-7-5-4-6-8(2)9(7)10-3/h4-6H,1-3H3",ER aromatic
"InChI=1S/C9H12O/c1-7-5-4-6-8(2)9(7)10-3/h4-6H,1-3H3",ER aromatic
"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",aliphatic
"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",aliphatic
"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",aliphatic
"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",aliphatic
"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",aliphatic
"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",aliphatic
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1",indole
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1",indole
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1",indole
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1",indole
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1",indole
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1",indole
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1",indole
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1",indole
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1",indole
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1",indole
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1",indole
"InChI=1S/C20H20N2O4/c1-25-19(23)18(11-15-12-21-17-10-6-5-9-16(15)17)22-20(24)26-13-14-7-3-2-4-8-14/h2-10,12,18,21H,11,13H2,1H3,(H,22,24)/t18-/m0/s1",indole
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1",pyridine and pyrimidine
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1",pyridine and pyrimidine
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1",pyridine and pyrimidine
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1",pyridine and pyrimidine
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1",pyridine and pyrimidine
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1",pyridine and pyrimidine
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1",pyridine and pyrimidine
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1",pyridine and pyrimidine
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1",pyridine and pyrimidine
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1",pyridine and pyrimidine
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1",pyridine and pyrimidine
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1",pyridine and pyrimidine
"InChI=1S/C21H30N2O2/c1-14-11-15-12-18-17(7-5-9-22-18)21(13-14)16(15)8-6-10-23(21)19(24)25-20(2,3)4/h5,7,9,14-16H,6,8,10-13H2,1-4H3/t14-,15?,16-,21-/m1/s1",pyridine and pyrimidine
"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1",thiophene
"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1",thiophene
"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1",thiophene
"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1",thiophene
"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1",thiophene
"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1",thiophene
"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1",thiophene
"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1",thiophene
"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1",thiophene
"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1",thiophene
"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1",thiophene
"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",ER aromatic
"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",ER aromatic
"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",ER aromatic
"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",ER aromatic
"InChI=1S/C7H7ClS/c1-9-7-4-2-6(8)3-5-7/h2-5H,1H3",ED aromatic
"InChI=1S/C7H7ClS/c1-9-7-4-2-6(8)3-5-7/h2-5H,1H3",ED aromatic
"InChI=1S/C7H7ClS/c1-9-7-4-2-6(8)3-5-7/h2-5H,1H3",ED aromatic
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",ER aromatic
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",ER aromatic
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",ER aromatic
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",ER aromatic
"InChI=1S/C8H10O2/c1-3-7(9)8-5-4-6(2)10-8/h4-5H,3H2,1-2H3",furan
"InChI=1S/C8H10O2/c1-3-7(9)8-5-4-6(2)10-8/h4-5H,3H2,1-2H3",furan
"InChI=1S/C8H10O2/c1-3-7(9)8-5-4-6(2)10-8/h4-5H,3H2,1-2H3",furan
"InChI=1S/C8H10O2/c1-3-7(9)8-5-4-6(2)10-8/h4-5H,3H2,1-2H3",furan
"InChI=1S/C8H10O2/c1-3-7(9)8-5-4-6(2)10-8/h4-5H,3H2,1-2H3",furan
"InChI=1S/C9H12O2/c1-3-7-5-6-9(11-7)8(10)4-2/h5-6H,3-4H2,1-2H3",furan
"InChI=1S/C9H12O2/c1-3-7-5-6-9(11-7)8(10)4-2/h5-6H,3-4H2,1-2H3",furan
"InChI=1S/C9H12O2/c1-3-7-5-6-9(11-7)8(10)4-2/h5-6H,3-4H2,1-2H3",furan
"InChI=1S/C9H12O2/c1-3-7-5-6-9(11-7)8(10)4-2/h5-6H,3-4H2,1-2H3",furan
"InChI=1S/C9H12O2/c1-3-7-5-6-9(11-7)8(10)4-2/h5-6H,3-4H2,1-2H3",furan
"InChI=1S/C9H12O2/c1-3-7-5-6-9(11-7)8(10)4-2/h5-6H,3-4H2,1-2H3",furan
"InChI=1S/C13H18O2/c1-2-11(14)13-9-8-12(15-13)10-6-4-3-5-7-10/h8-10H,2-7H2,1H3",furan
"InChI=1S/C13H18O2/c1-2-11(14)13-9-8-12(15-13)10-6-4-3-5-7-10/h8-10H,2-7H2,1H3",furan
"InChI=1S/C13H18O2/c1-2-11(14)13-9-8-12(15-13)10-6-4-3-5-7-10/h8-10H,2-7H2,1H3",furan
"InChI=1S/C13H18O2/c1-2-11(14)13-9-8-12(15-13)10-6-4-3-5-7-10/h8-10H,2-7H2,1H3",furan
"InChI=1S/C13H18O2/c1-2-11(14)13-9-8-12(15-13)10-6-4-3-5-7-10/h8-10H,2-7H2,1H3",furan
"InChI=1S/C13H18O2/c1-2-11(14)13-9-8-12(15-13)10-6-4-3-5-7-10/h8-10H,2-7H2,1H3",furan
"InChI=1S/C13H18O2/c1-2-11(14)13-9-8-12(15-13)10-6-4-3-5-7-10/h8-10H,2-7H2,1H3",furan
"InChI=1S/C11H16O2/c1-5-8(12)9-6-7-10(13-9)11(2,3)4/h6-7H,5H2,1-4H3",furan
"InChI=1S/C11H16O2/c1-5-8(12)9-6-7-10(13-9)11(2,3)4/h6-7H,5H2,1-4H3",furan
"InChI=1S/C11H16O2/c1-5-8(12)9-6-7-10(13-9)11(2,3)4/h6-7H,5H2,1-4H3",furan
"InChI=1S/C11H16O2/c1-5-8(12)9-6-7-10(13-9)11(2,3)4/h6-7H,5H2,1-4H3",furan
"InChI=1S/C11H16O2/c1-5-8(12)9-6-7-10(13-9)11(2,3)4/h6-7H,5H2,1-4H3",furan
"InChI=1S/C8H10O3/c1-3-6(9)7-4-5-8(10-2)11-7/h4-5H,3H2,1-2H3",furan
"InChI=1S/C8H10O3/c1-3-6(9)7-4-5-8(10-2)11-7/h4-5H,3H2,1-2H3",furan
"InChI=1S/C8H10O3/c1-3-6(9)7-4-5-8(10-2)11-7/h4-5H,3H2,1-2H3",furan
"InChI=1S/C8H10O3/c1-3-6(9)7-4-5-8(10-2)11-7/h4-5H,3H2,1-2H3",furan
"InChI=1S/C8H10O3/c1-3-6(9)7-4-5-8(10-2)11-7/h4-5H,3H2,1-2H3",furan
"InChI=1S/C8H10OS/c1-3-7(9)8-5-4-6(2)10-8/h4-5H,3H2,1-2H3",thiophene
"InChI=1S/C8H10OS/c1-3-7(9)8-5-4-6(2)10-8/h4-5H,3H2,1-2H3",thiophene
"InChI=1S/C8H10OS/c1-3-7(9)8-5-4-6(2)10-8/h4-5H,3H2,1-2H3",thiophene
"InChI=1S/C8H10OS/c1-3-7(9)8-5-4-6(2)10-8/h4-5H,3H2,1-2H3",thiophene
"InChI=1S/C8H10OS/c1-3-7(9)8-5-4-6(2)10-8/h4-5H,3H2,1-2H3",thiophene
"InChI=1S/C7H8O3/c1-5-3-4-6(10-5)7(8)9-2/h3-4H,1-2H3",furan
"InChI=1S/C7H8O3/c1-5-3-4-6(10-5)7(8)9-2/h3-4H,1-2H3",furan
"InChI=1S/C7H8O3/c1-5-3-4-6(10-5)7(8)9-2/h3-4H,1-2H3",furan
"InChI=1S/C7H8O3/c1-5-3-4-6(10-5)7(8)9-2/h3-4H,1-2H3",furan
"InChI=1S/C8H11NO2/c1-6-4-5-7(11-6)8(10)9(2)3/h4-5H,1-3H3",furan
"InChI=1S/C8H11NO2/c1-6-4-5-7(11-6)8(10)9(2)3/h4-5H,1-3H3",furan
"InChI=1S/C8H11NO2/c1-6-4-5-7(11-6)8(10)9(2)3/h4-5H,1-3H3",furan
"InChI=1S/C8H11NO2/c1-6-4-5-7(11-6)8(10)9(2)3/h4-5H,1-3H3",furan
"InChI=1S/C12H19NO2/c1-8(2)13(9(3)4)12(14)11-7-6-10(5)15-11/h6-9H,1-5H3",furan
"InChI=1S/C12H19NO2/c1-8(2)13(9(3)4)12(14)11-7-6-10(5)15-11/h6-9H,1-5H3",furan
"InChI=1S/C12H19NO2/c1-8(2)13(9(3)4)12(14)11-7-6-10(5)15-11/h6-9H,1-5H3",furan
"InChI=1S/C12H19NO2/c1-8(2)13(9(3)4)12(14)11-7-6-10(5)15-11/h6-9H,1-5H3",furan
"InChI=1S/C12H19NO2/c1-8(2)13(9(3)4)12(14)11-7-6-10(5)15-11/h6-9H,1-5H3",furan
"InChI=1S/C12H19NOS/c1-8(2)13(9(3)4)12(14)11-7-6-10(5)15-11/h6-9H,1-5H3",thiophene
"InChI=1S/C12H19NOS/c1-8(2)13(9(3)4)12(14)11-7-6-10(5)15-11/h6-9H,1-5H3",thiophene
"InChI=1S/C12H19NOS/c1-8(2)13(9(3)4)12(14)11-7-6-10(5)15-11/h6-9H,1-5H3",thiophene
"InChI=1S/C12H19NOS/c1-8(2)13(9(3)4)12(14)11-7-6-10(5)15-11/h6-9H,1-5H3",thiophene
"InChI=1S/C12H19NOS/c1-8(2)13(9(3)4)12(14)11-7-6-10(5)15-11/h6-9H,1-5H3",thiophene
"InChI=1S/C8H11NOS/c1-6-4-5-7(11-6)8(10)9(2)3/h4-5H,1-3H3",thiophene
"InChI=1S/C8H11NOS/c1-6-4-5-7(11-6)8(10)9(2)3/h4-5H,1-3H3",thiophene
"InChI=1S/C8H11NOS/c1-6-4-5-7(11-6)8(10)9(2)3/h4-5H,1-3H3",thiophene
"InChI=1S/C8H11NOS/c1-6-4-5-7(11-6)8(10)9(2)3/h4-5H,1-3H3",thiophene
"InChI=1S/C15H18/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h5-10H,1-4H3",ER aromatic
"InChI=1S/C15H18/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h5-10H,1-4H3",ER aromatic
"InChI=1S/C15H18/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h5-10H,1-4H3",ER aromatic
"InChI=1S/C15H18/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h5-10H,1-4H3",ER aromatic
"InChI=1S/C15H18/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h5-10H,1-4H3",ER aromatic
"InChI=1S/C15H18/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h5-10H,1-4H3",ER aromatic
"InChI=1S/C15H18/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h5-10H,1-4H3",ER aromatic
"InChI=1S/C15H18/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h5-10H,1-4H3",ER aromatic
"InChI=1S/C15H18/c1-10(2)13-7-5-11(3)14-8-6-12(4)15(14)9-13/h5-10H,1-4H3",ER aromatic
